path,duration,category,filename
/home/elicer/liveness_detection/003.딥페이크/1.Training/원천데이터/train_원본/원본1/026f9b9514f28f37a3fd/026f9b9514f28f37a3fd_001.mp4,91.75833333333334,original,026f9b9514f28f37a3fd_001.mp4
/home/elicer/liveness_detection/003.딥페이크/1.Training/원천데이터/train_원본/원본1/026f9b9514f28f37a3fd/026f9b9514f28f37a3fd_002.mp4,91.75833333333334,original,026f9b9514f28f37a3fd_002.mp4
/home/elicer/liveness_detection/003.딥페이크/1.Training/원천데이터/train_원본/원본1/026f9b9514f28f37a3fd/026f9b9514f28f37a3fd_003.mp4,91.75833333333334,original,026f9b9514f28f37a3fd_003.mp4
/home/elicer/liveness_detection/003.딥페이크/1.Training/원천데이터/train_원본/원본1/026f9b9514f28f37a3fd/026f9b9514f28f37a3fd_004.mp4,91.75833333333334,original,026f9b9514f28f37a3fd_004.mp4
/home/elicer/liveness_detection/003.딥페이크/1.Training/원천데이터/train_원본/원본1/026f9b9514f28f37a3fd/026f9b9514f28f37a3fd_005.mp4,91.75833333333334,original,026f9b9514f28f37a3fd_005.mp4
/home/elicer/liveness_detection/003.딥페이크/1.Training/원천데이터/train_원본/원본1/026f9b9514f28f37a3fd/026f9b9514f28f37a3fd_006.mp4,91.75833333333334,original,026f9b9514f28f37a3fd_006.mp4
/home/elicer/liveness_detection/003.딥페이크/1.Training/원천데이터/train_원본/원본1/026f9b9514f28f37a3fd/026f9b9514f28f37a3fd_007.mp4,91.75833333333334,original,026f9b9514f28f37a3fd_007.mp4
/home/elicer/liveness_detection/003.딥페이크/1.Training/원천데이터/train_원본/원본1/026f9b9514f28f37a3fd/026f9b9514f28f37a3fd_008.mp4,91.75833333333334,original,026f9b9514f28f37a3fd_008.mp4
/home/elicer/liveness_detection/003.딥페이크/1.Training/원천데이터/train_원본/원본1/026f9b9514f28f37a3fd/026f9b9514f28f37a3fd_009.mp4,91.75833333333334,original,026f9b9514f28f37a3fd_009.mp4
/home/elicer/liveness_detection/003.딥페이크/1.Training/원천데이터/train_원본/원본1/026f9b9514f28f37a3fd/026f9b9514f28f37a3fd_010.mp4,91.75833333333334,original,026f9b9514f28f37a3fd_010.mp4
